Pacote,Camada_Testagem,ID_Regra,Nome_Regra,Arquivo_Inventario,Tela_Resumo,ID_Cenario,Titulo_Cenario,Objetivo,Tipo_Testagem,Pre_condicoes_TestE,Passos,Resultado_Esperado,Dados_Conta_Ambiente,Impedimentos_Conhecidos,Status_Elaboracao,QA_Autor,Data_Elaboracao,TL_Auditoria,TL_Comentario,TL_Data,Exploratorio_Validado
camadas-v1,Exploratório,RN-ANIMES-011,Lote inicial sem “carregar mais”,04-ANIMES.md,Animes,CT-RN-ANIMES-011-E,Exploratório: Lote inicial sem “carregar mais” — charter de risco na tela,Charter exploratório ligado à regra RN-ANIMES-011 após o caminho feliz.,Exploratório guiado,Catálogo grande.,"**Charter (15 min)** — área: **Animes** · regra: Lote inicial sem “carregar mais”.
**Contexto:** A grade mostra um lote inicial (~dezenas); não há botão para próxima página nesta tela.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-ANIMES-012,Exclusão de adulto explícito,04-ANIMES.md,Animes,CT-RN-ANIMES-012-F,Feliz: Exclusão de adulto explícito,Caminho principal que confirma a regra RN-ANIMES-012 (Exclusão de adulto explícito).,Funcional manual,Anime adulto no catálogo.,"1. Abrir o site e navegar até **Animes**.
2. Buscar título adulto conhecido.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Ausente em Animes.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-ANIMES-012,Exclusão de adulto explícito,04-ANIMES.md,Animes,CT-RN-ANIMES-012-N,Negativo: Exclusão de adulto explícito — título que deve ficar de fora,"Verificar que, sem a condição da regra RN-ANIMES-012, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Anime adulto no catálogo.,"1. Abrir o site e navegar até **Animes**.
2. Localizar ou preparar título/dado que **não** atende aos critérios da regra.
3. Buscar o título na listagem/carrossel/seção.
4. Confirmar ausência ou não destaque conforme a regra.",Item marginal **não** exibido (ou não destacado) como no caminho feliz.,Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-ANIMES-012,Exclusão de adulto explícito,04-ANIMES.md,Animes,CT-RN-ANIMES-012-E,Exploratório: Exclusão de adulto explícito — charter de risco na tela,Charter exploratório ligado à regra RN-ANIMES-012 após o caminho feliz.,Exploratório guiado,Anime adulto no catálogo.,"**Charter (15 min)** — área: **Animes** · regra: Exclusão de adulto explícito.
**Contexto:** Animes marcados como conteúdo adulto não entram na listagem pública desta página.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-ANIMES-013,Tags sensíveis ocultas,04-ANIMES.md,Animes,CT-RN-ANIMES-013-F,Feliz: Tags sensíveis ocultas,Caminho principal que confirma a regra RN-ANIMES-013 (Tags sensíveis ocultas).,Funcional manual,Anime com tag bloqueada.,"1. Abrir o site e navegar até **Animes**.
2. Validar título de teste com tag sensível.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Não aparece na grade pública.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-ANIMES-013,Tags sensíveis ocultas,04-ANIMES.md,Animes,CT-RN-ANIMES-013-N,Negativo: Tags sensíveis ocultas — título que deve ficar de fora,"Verificar que, sem a condição da regra RN-ANIMES-013, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Anime com tag bloqueada.,"1. Abrir o site e navegar até **Animes**.
2. Localizar ou preparar título/dado que **não** atende aos critérios da regra.
3. Buscar o título na listagem/carrossel/seção.
4. Confirmar ausência ou não destaque conforme a regra.",Item marginal **não** exibido (ou não destacado) como no caminho feliz.,Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-ANIMES-013,Tags sensíveis ocultas,04-ANIMES.md,Animes,CT-RN-ANIMES-013-E,Exploratório: Tags sensíveis ocultas — charter de risco na tela,Charter exploratório ligado à regra RN-ANIMES-013 após o caminho feliz.,Exploratório guiado,Anime com tag bloqueada.,"**Charter (15 min)** — área: **Animes** · regra: Tags sensíveis ocultas.
**Contexto:** Títulos com tags como conteúdo adulto explícito (ex.: hentai, ecchi pesado) ficam de fora da listagem padrão.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-ANIMES-014,Filtros combinados,04-ANIMES.md,Animes,CT-RN-ANIMES-014-F,Feliz: Filtros combinados,Caminho principal que confirma a regra RN-ANIMES-014 (Filtros combinados).,Funcional manual,Vários filtros ativos.,"1. Abrir o site e navegar até **Animes**.
2. Combinar gênero + ano + formato.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Só animes que atendem **todos** os critérios.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-ANIMES-014,Filtros combinados,04-ANIMES.md,Animes,CT-RN-ANIMES-014-N,Negativo: Filtros combinados — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-ANIMES-014, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Vários filtros ativos.,"1. Abrir o site e navegar até **Animes**.
2. Montar pré-condição **oposta** à do caminho feliz: Vários filtros ativos..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-ANIMES-014,Filtros combinados,04-ANIMES.md,Animes,CT-RN-ANIMES-014-E,Exploratório: Filtros combinados — charter de risco na tela,Charter exploratório ligado à regra RN-ANIMES-014 após o caminho feliz.,Exploratório guiado,Vários filtros ativos.,"**Charter (15 min)** — área: **Animes** · regra: Filtros combinados.
**Contexto:** Gênero, ano (temporada), formato, fonte e status restringem juntos.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-ANIMES-015,Ordem alfabética padrão,04-ANIMES.md,Animes,CT-RN-ANIMES-015-F,Feliz: Ordem alfabética padrão,Caminho principal que confirma a regra RN-ANIMES-015 (Ordem alfabética padrão).,Funcional manual,Filtros em todos.,"1. Abrir o site e navegar até **Animes**.
2. Ler primeiros títulos.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Ordem A–Z aproximada pelos primeiros cards.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-ANIMES-015,Ordem alfabética padrão,04-ANIMES.md,Animes,CT-RN-ANIMES-015-N,Negativo: Ordem alfabética padrão — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-ANIMES-015, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Filtros em todos.,"1. Abrir o site e navegar até **Animes**.
2. Montar pré-condição **oposta** à do caminho feliz: Filtros em todos..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-ANIMES-015,Ordem alfabética padrão,04-ANIMES.md,Animes,CT-RN-ANIMES-015-E,Exploratório: Ordem alfabética padrão — charter de risco na tela,Charter exploratório ligado à regra RN-ANIMES-015 após o caminho feliz.,Exploratório guiado,Filtros em todos.,"**Charter (15 min)** — área: **Animes** · regra: Ordem alfabética padrão.
**Contexto:** Sem controle “populares” na UI, ordem por título (romaji/título exibido).
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-ANIMES-016,Listagem vs home / Hoje,04-ANIMES.md,Animes,CT-RN-ANIMES-016-F,Feliz: Listagem vs home / Hoje,Caminho principal que confirma a regra RN-ANIMES-016 (Listagem vs home / Hoje).,Funcional manual,"Anime marginal (baixa popularidade, fora de temporada).","1. Abrir o site e navegar até **Animes**.
2. Comparar mesmo anime nas três áreas.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Pode aparecer em Animes e faltar na home/Hoje streaming.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-ANIMES-016,Listagem vs home / Hoje,04-ANIMES.md,Animes,CT-RN-ANIMES-016-N,Negativo: Listagem vs home / Hoje — título que deve ficar de fora,"Verificar que, sem a condição da regra RN-ANIMES-016, o comportamento feliz não ocorre indevidamente.",Funcional manual,"Oposta ou ausência: Anime marginal (baixa popularidade, fora de temporada).","1. Abrir o site e navegar até **Animes**.
2. Localizar ou preparar título/dado que **não** atende aos critérios da regra.
3. Buscar o título na listagem/carrossel/seção.
4. Confirmar ausência ou não destaque conforme a regra.",Item marginal **não** exibido (ou não destacado) como no caminho feliz.,Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-ANIMES-016,Listagem vs home / Hoje,04-ANIMES.md,Animes,CT-RN-ANIMES-016-E,Exploratório: Listagem vs home / Hoje — charter de risco na tela,Charter exploratório ligado à regra RN-ANIMES-016 após o caminho feliz.,Exploratório guiado,"Anime marginal (baixa popularidade, fora de temporada).","**Charter (15 min)** — área: **Animes** · regra: Listagem vs home / Hoje.
**Contexto:** A página Animes é **mais permissiva** que o carrossel Animes da home e que algumas seções da página Hoje (que exigem qualidade mínima).
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-ANIMES-017,Conteúdo pode demorar a atualizar,04-ANIMES.md,Animes,CT-RN-ANIMES-017-F,Feliz: Conteúdo pode demorar a atualizar,Caminho principal que confirma a regra RN-ANIMES-017 (Conteúdo pode demorar a atualizar).,Funcional manual,Cadastro alterado.,"1. Abrir o site e navegar até **Animes**.
2. Alterar anime de teste.
3. Recarregar.
4. Confirmar na tela o **resultado feliz** descrito na regra.",Novidades após reload.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-ANIMES-017,Conteúdo pode demorar a atualizar,04-ANIMES.md,Animes,CT-RN-ANIMES-017-N,Negativo: Conteúdo pode demorar a atualizar — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-ANIMES-017, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Cadastro alterado.,"1. Abrir o site e navegar até **Animes**.
2. Montar pré-condição **oposta** à do caminho feliz: Cadastro alterado..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
